"","titulo","diretor","sinopse","genero","duracao","paises","ano","mostra","dia","data","hora","local","bairro","hora_fim"
"219","Guerra Fria","Pawel Pawlikowski","<U+200B>Esse drama polonês conta uma história apaixonada e improvável entre duas pessoas que se encontram em uma época dividida. Durante a Guerra Fria, entre a Polônia stalinista e a Paris boêmia dos anos 50, um músico amante da liberdade e uma jovem cantora com histórias e temperamentos distintos vivem um amor impossível em um tempo impossível. Do mesmo diretor de Ida (2013), vencedor do Oscar de melhor filme estrangeiro, o filme foi indicado à Palma de Ouro no Festival de Cannes, onde ganhou o prêmio de melhor diretor. Indicado ao People’s Choice Award no Festival de Toronto.  <U+200B>","Ficção/Fiction",84,"Polônia / França / Reino Unido",2018,"Panorama do Cinema Mundial","Segunda",2018-11-05,21:15:00,"Estação NET Ipanema 2","Ipanema",22:39:00
"220","Guerra Fria","Pawel Pawlikowski","<U+200B>Esse drama polonês conta uma história apaixonada e improvável entre duas pessoas que se encontram em uma época dividida. Durante a Guerra Fria, entre a Polônia stalinista e a Paris boêmia dos anos 50, um músico amante da liberdade e uma jovem cantora com histórias e temperamentos distintos vivem um amor impossível em um tempo impossível. Do mesmo diretor de Ida (2013), vencedor do Oscar de melhor filme estrangeiro, o filme foi indicado à Palma de Ouro no Festival de Cannes, onde ganhou o prêmio de melhor diretor. Indicado ao People’s Choice Award no Festival de Toronto.  <U+200B>","Ficção/Fiction",84,"Polônia / França / Reino Unido",2018,"Panorama do Cinema Mundial","Terça",2018-11-06,19:00:00,"Reserva Cultural Niterói 1","Niterói",20:24:00
"221","Studio 54","Matt Tyrnauer","<U+200B>O Studio 54 foi o epicentro do hedonismo nos anos 70: monumental ponto de encontro de estrelas, sexo casual e montanhas de cocaína, um templo de excessos com regras próprias. O diretor registra ascensão e queda dos fundadores da lendária casa noturna: dois amigos do Brooklyn, Ian Schrager e Steve Rubell, conquistaram Nova York e depois viram seu império desmoronar. Com imagens raras, um desfile colorido de clientes e funcionários, além de entrevistas sinceras com Schrager, o filme revela como até um fenômeno cultural potente e transformador pode ser vulnerável e fugaz. <U+200B>","Documentário/Documentary",98,"Estados Unidos",2018,"Itinerários Únicos","Sexta",2018-11-02,21:15:00,"Estação NET Rio 4","Botafogo",22:53:00
"222","Studio 54","Matt Tyrnauer","<U+200B>O Studio 54 foi o epicentro do hedonismo nos anos 70: monumental ponto de encontro de estrelas, sexo casual e montanhas de cocaína, um templo de excessos com regras próprias. O diretor registra ascensão e queda dos fundadores da lendária casa noturna: dois amigos do Brooklyn, Ian Schrager e Steve Rubell, conquistaram Nova York e depois viram seu império desmoronar. Com imagens raras, um desfile colorido de clientes e funcionários, além de entrevistas sinceras com Schrager, o filme revela como até um fenômeno cultural potente e transformador pode ser vulnerável e fugaz. <U+200B>","Documentário/Documentary",98,"Estados Unidos",2018,"Itinerários Únicos","Segunda",2018-11-05,14:40:00,"Estação NET Rio 4","Botafogo",16:18:00
"223","Studio 54","Matt Tyrnauer","<U+200B>O Studio 54 foi o epicentro do hedonismo nos anos 70: monumental ponto de encontro de estrelas, sexo casual e montanhas de cocaína, um templo de excessos com regras próprias. O diretor registra ascensão e queda dos fundadores da lendária casa noturna: dois amigos do Brooklyn, Ian Schrager e Steve Rubell, conquistaram Nova York e depois viram seu império desmoronar. Com imagens raras, um desfile colorido de clientes e funcionários, além de entrevistas sinceras com Schrager, o filme revela como até um fenômeno cultural potente e transformador pode ser vulnerável e fugaz. <U+200B>","Documentário/Documentary",98,"Estados Unidos",2018,"Itinerários Únicos","Sábado",2018-11-10,17:45:00,"Instituto Moreira Salles","Gávea",19:23:00
"224","Um amor inesperado","Juan Vera","<U+200B>Esta comédia romântica conta a história de um casal que está prestes a mudar para sempre o rumo de suas vidas. Unidos há mais de vinte e cinco anos, Marcos e Ana se questionam profundamente sobre o amor, a natureza do desejo e a fidelidade. Assim, atravessam uma crise existencial que acaba levando-os à separação. No princípio, o novo cotidiano dos solteiros parece fascinante, mas aos poucos a coisa se torna monótona para Ana, ao mesmo tempo em que Marcos se vê no meio de um verdadeiro pesadelo. Indicado ao Golden Seashell de melhor filme no Festival de San Sebástian 2018. <U+200B>","Ficção/Fiction",136,"Argentina",2018,"Première Latina","Sexta",2018-11-02,21:15:00,"Estação NET Ipanema 2","Ipanema",23:31:00
"225","Um amor inesperado","Juan Vera","<U+200B>Esta comédia romântica conta a história de um casal que está prestes a mudar para sempre o rumo de suas vidas. Unidos há mais de vinte e cinco anos, Marcos e Ana se questionam profundamente sobre o amor, a natureza do desejo e a fidelidade. Assim, atravessam uma crise existencial que acaba levando-os à separação. No princípio, o novo cotidiano dos solteiros parece fascinante, mas aos poucos a coisa se torna monótona para Ana, ao mesmo tempo em que Marcos se vê no meio de um verdadeiro pesadelo. Indicado ao Golden Seashell de melhor filme no Festival de San Sebástian 2018. <U+200B>","Ficção/Fiction",136,"Argentina",2018,"Première Latina","Domingo",2018-11-04,18:20:00,"Reserva Cultural Niterói 1","Niterói",20:36:00
"226","Um amor inesperado","Juan Vera","<U+200B>Esta comédia romântica conta a história de um casal que está prestes a mudar para sempre o rumo de suas vidas. Unidos há mais de vinte e cinco anos, Marcos e Ana se questionam profundamente sobre o amor, a natureza do desejo e a fidelidade. Assim, atravessam uma crise existencial que acaba levando-os à separação. No princípio, o novo cotidiano dos solteiros parece fascinante, mas aos poucos a coisa se torna monótona para Ana, ao mesmo tempo em que Marcos se vê no meio de um verdadeiro pesadelo. Indicado ao Golden Seashell de melhor filme no Festival de San Sebástian 2018. <U+200B>","Ficção/Fiction",136,"Argentina",2018,"Première Latina","Terça",2018-11-06,16:00:00,"Kinoplex São Luiz 1","Catete",18:16:00
"227","Um amor inesperado","Juan Vera","<U+200B>Esta comédia romântica conta a história de um casal que está prestes a mudar para sempre o rumo de suas vidas. Unidos há mais de vinte e cinco anos, Marcos e Ana se questionam profundamente sobre o amor, a natureza do desejo e a fidelidade. Assim, atravessam uma crise existencial que acaba levando-os à separação. No princípio, o novo cotidiano dos solteiros parece fascinante, mas aos poucos a coisa se torna monótona para Ana, ao mesmo tempo em que Marcos se vê no meio de um verdadeiro pesadelo. Indicado ao Golden Seashell de melhor filme no Festival de San Sebástian 2018. <U+200B>","Ficção/Fiction",136,"Argentina",2018,"Première Latina","Sábado",2018-11-10,NA,"Estação NET Botafogo 1","Botafogo",NA
"228","Cafarnaum","Nadine Labaki","<U+200B>Vencedor do Grande Prêmio do Júri no Festival de Cinema de Cannes, o filme conta a história de Zain, menino libanês que processa os pais pelo “crime” de lhe dar a vida. O menino corajoso e despachado tem rotina dura. Foge de seus pais abusivos e negligentes, sobrevive graças à sua esperteza nas ruas, cuida da refugiada etíope Rahil e seu bebê Yonas, é preso por um crime violento e, finalmente, procura justiça no tribunal. O filme mexe com o coração ao mesmo tempo em que clama por ação. No elenco, não-atores que interpretam vidas parecidas com as suas. 
<U+200B>","Ficção/Fiction",120,"Líbano",2018,"Panorama do Cinema Mundial","Sexta",2018-11-02,21:15:00,"Kinoplex São Luiz 2","Catete",23:15:00
"229","Cafarnaum","Nadine Labaki","<U+200B>Vencedor do Grande Prêmio do Júri no Festival de Cinema de Cannes, o filme conta a história de Zain, menino libanês que processa os pais pelo “crime” de lhe dar a vida. O menino corajoso e despachado tem rotina dura. Foge de seus pais abusivos e negligentes, sobrevive graças à sua esperteza nas ruas, cuida da refugiada etíope Rahil e seu bebê Yonas, é preso por um crime violento e, finalmente, procura justiça no tribunal. O filme mexe com o coração ao mesmo tempo em que clama por ação. No elenco, não-atores que interpretam vidas parecidas com as suas. 
<U+200B>","Ficção/Fiction",120,"Líbano",2018,"Panorama do Cinema Mundial","Sábado",2018-11-03,16:40:00,"Estação NET Ipanema 2","Ipanema",18:40:00
"230","Cafarnaum","Nadine Labaki","<U+200B>Vencedor do Grande Prêmio do Júri no Festival de Cinema de Cannes, o filme conta a história de Zain, menino libanês que processa os pais pelo “crime” de lhe dar a vida. O menino corajoso e despachado tem rotina dura. Foge de seus pais abusivos e negligentes, sobrevive graças à sua esperteza nas ruas, cuida da refugiada etíope Rahil e seu bebê Yonas, é preso por um crime violento e, finalmente, procura justiça no tribunal. O filme mexe com o coração ao mesmo tempo em que clama por ação. No elenco, não-atores que interpretam vidas parecidas com as suas. 
<U+200B>","Ficção/Fiction",120,"Líbano",2018,"Panorama do Cinema Mundial","Domingo",2018-11-04,18:40:00,"Estação NET Gávea 4","Gávea",20:40:00
"231","Cafarnaum","Nadine Labaki","<U+200B>Vencedor do Grande Prêmio do Júri no Festival de Cinema de Cannes, o filme conta a história de Zain, menino libanês que processa os pais pelo “crime” de lhe dar a vida. O menino corajoso e despachado tem rotina dura. Foge de seus pais abusivos e negligentes, sobrevive graças à sua esperteza nas ruas, cuida da refugiada etíope Rahil e seu bebê Yonas, é preso por um crime violento e, finalmente, procura justiça no tribunal. O filme mexe com o coração ao mesmo tempo em que clama por ação. No elenco, não-atores que interpretam vidas parecidas com as suas. 
<U+200B>","Ficção/Fiction",120,"Líbano",2018,"Panorama do Cinema Mundial","Quarta",2018-11-07,16:10:00,"Reserva Cultural Niterói 1","Niterói",18:10:00
"232","Culpa","Gustav Möller","<U+200B>Um operador de chamadas de emergência, policial aposentado, recebe a ligação de uma mulher sequestrada. Quando a conversa é subitamente interrompida, a busca pela vítima e seu sequestrador se inicia. Com o telefone como sua única 
ferramenta, o funcionário deflagra uma corrida 
contra o tempo para salvá-la. Logo ele constata 
que está diante de um crime muito maior do que 
imaginava. O filme, rodado em apenas uma locação – uma central de chamadas de emergência em Copenhague –, ganhou o prêmio do público no Festival de Cinema de Sundance 2018.<U+200B>","Ficção/Fiction",85,"Dinamarca",2018,"Expectativa 2018","Sexta",2018-11-02,21:30:00,"Estação NET Rio 3","Botafogo",22:55:00
"233","Culpa","Gustav Möller","<U+200B>Um operador de chamadas de emergência, policial aposentado, recebe a ligação de uma mulher sequestrada. Quando a conversa é subitamente interrompida, a busca pela vítima e seu sequestrador se inicia. Com o telefone como sua única 
ferramenta, o funcionário deflagra uma corrida 
contra o tempo para salvá-la. Logo ele constata 
que está diante de um crime muito maior do que 
imaginava. O filme, rodado em apenas uma locação – uma central de chamadas de emergência em Copenhague –, ganhou o prêmio do público no Festival de Cinema de Sundance 2018.<U+200B>","Ficção/Fiction",85,"Dinamarca",2018,"Expectativa 2018","Sábado",2018-11-03,13:30:00,"Estação NET Botafogo 1","Botafogo",14:55:00
"234","Culpa","Gustav Möller","<U+200B>Um operador de chamadas de emergência, policial aposentado, recebe a ligação de uma mulher sequestrada. Quando a conversa é subitamente interrompida, a busca pela vítima e seu sequestrador se inicia. Com o telefone como sua única 
ferramenta, o funcionário deflagra uma corrida 
contra o tempo para salvá-la. Logo ele constata 
que está diante de um crime muito maior do que 
imaginava. O filme, rodado em apenas uma locação – uma central de chamadas de emergência em Copenhague –, ganhou o prêmio do público no Festival de Cinema de Sundance 2018.<U+200B>","Ficção/Fiction",85,"Dinamarca",2018,"Expectativa 2018","Domingo",2018-11-04,16:30:00,"Kinoplex São Luiz 1","Catete",17:55:00
"235","Culpa","Gustav Möller","<U+200B>Um operador de chamadas de emergência, policial aposentado, recebe a ligação de uma mulher sequestrada. Quando a conversa é subitamente interrompida, a busca pela vítima e seu sequestrador se inicia. Com o telefone como sua única 
ferramenta, o funcionário deflagra uma corrida 
contra o tempo para salvá-la. Logo ele constata 
que está diante de um crime muito maior do que 
imaginava. O filme, rodado em apenas uma locação – uma central de chamadas de emergência em Copenhague –, ganhou o prêmio do público no Festival de Cinema de Sundance 2018.<U+200B>","Ficção/Fiction",85,"Dinamarca",2018,"Expectativa 2018","Segunda",2018-11-05,17:15:00,"Estação NET Ipanema 2","Ipanema",18:40:00
"236","Culpa","Gustav Möller","<U+200B>Um operador de chamadas de emergência, policial aposentado, recebe a ligação de uma mulher sequestrada. Quando a conversa é subitamente interrompida, a busca pela vítima e seu sequestrador se inicia. Com o telefone como sua única 
ferramenta, o funcionário deflagra uma corrida 
contra o tempo para salvá-la. Logo ele constata 
que está diante de um crime muito maior do que 
imaginava. O filme, rodado em apenas uma locação – uma central de chamadas de emergência em Copenhague –, ganhou o prêmio do público no Festival de Cinema de Sundance 2018.<U+200B>","Ficção/Fiction",85,"Dinamarca",2018,"Expectativa 2018","Quarta",2018-11-07,21:20:00,"Estação NET Gávea 4","Gávea",22:45:00
"237","Tyrel","Sebastián Silva","<U+200B>Tyler se junta a seu amigo em uma viagem para as montanhas de Catskills, para ir euma festa de aniversário com várias pessoas que ele não conhece. Assim que chegam lá, fica claro que ele é o único cara negro e que vai ser um final de semana de muita bebedeira. Embora Tyler seja bem-vindo, ele não pode deixar de se sentir desconfortável em torno de um grupo muito unido de homens brancos. A combinação de toda a testosterona com álcool começa a sair do controle e a situação precária de Tyler começa a parecer um pesadelo. Sundance 2018.<U+200B>","Ficção/Fiction",86,"Estados Unidos",2018,"Panorama do Cinema Mundial","Sexta",2018-11-02,21:30:00,"Estação NET Ipanema 1","Ipanema",22:56:00
"238","Tyrel","Sebastián Silva","<U+200B>Tyler se junta a seu amigo em uma viagem para as montanhas de Catskills, para ir euma festa de aniversário com várias pessoas que ele não conhece. Assim que chegam lá, fica claro que ele é o único cara negro e que vai ser um final de semana de muita bebedeira. Embora Tyler seja bem-vindo, ele não pode deixar de se sentir desconfortável em torno de um grupo muito unido de homens brancos. A combinação de toda a testosterona com álcool começa a sair do controle e a situação precária de Tyler começa a parecer um pesadelo. Sundance 2018.<U+200B>","Ficção/Fiction",86,"Estados Unidos",2018,"Panorama do Cinema Mundial","Domingo",2018-11-04,17:20:00,"Estação NET Botafogo 1","Botafogo",18:46:00
"239","Tyrel","Sebastián Silva","<U+200B>Tyler se junta a seu amigo em uma viagem para as montanhas de Catskills, para ir euma festa de aniversário com várias pessoas que ele não conhece. Assim que chegam lá, fica claro que ele é o único cara negro e que vai ser um final de semana de muita bebedeira. Embora Tyler seja bem-vindo, ele não pode deixar de se sentir desconfortável em torno de um grupo muito unido de homens brancos. A combinação de toda a testosterona com álcool começa a sair do controle e a situação precária de Tyler começa a parecer um pesadelo. Sundance 2018.<U+200B>","Ficção/Fiction",86,"Estados Unidos",2018,"Panorama do Cinema Mundial","Terça",2018-11-06,16:00:00,"Estação NET Gávea 2","Gávea",17:26:00
"240","Imagine","John Lennon, Yoko Ono","<U+200B>Uma filmagem surrealista, que mistura ficção e vida real, de um dia na vida de John Lennon e Yoko Ono, composto a partir de canções do histórico álbum Imagine, de John, e do álbum Fly, de Yoko. Uma colagem cinematográfica de cores, sons, sonhos e 
realidade, o filme foi produzido e dirigido por John e Yoko, que, ao lado de numerosas estrelas, como George Harrison, Fred Astaire, Andy Warhol, Dick Cavett, Jack Palance e Jonas Mekas, criaram um mundo de imaginação tão rico e comovente quanto a música que o acompanha. Relançamento em cópia restaurada com cenas inéditas.","Documentário/Documentary",83,"Estados Unidos",1972,"Midnight Docs","Sexta",2018-11-02,21:30:00,"CCLSR - Cine Odeon NET Claro","Centro",22:53:00
"241","Imagine","John Lennon, Yoko Ono","<U+200B>Uma filmagem surrealista, que mistura ficção e vida real, de um dia na vida de John Lennon e Yoko Ono, composto a partir de canções do histórico álbum Imagine, de John, e do álbum Fly, de Yoko. Uma colagem cinematográfica de cores, sons, sonhos e 
realidade, o filme foi produzido e dirigido por John e Yoko, que, ao lado de numerosas estrelas, como George Harrison, Fred Astaire, Andy Warhol, Dick Cavett, Jack Palance e Jonas Mekas, criaram um mundo de imaginação tão rico e comovente quanto a música que o acompanha. Relançamento em cópia restaurada com cenas inéditas.","Documentário/Documentary",83,"Estados Unidos",1972,"Midnight Docs","Quarta",2018-11-07,15:40:00,"Estação NET Ipanema 1","Ipanema",17:03:00
"242","Imagine","John Lennon, Yoko Ono","<U+200B>Uma filmagem surrealista, que mistura ficção e vida real, de um dia na vida de John Lennon e Yoko Ono, composto a partir de canções do histórico álbum Imagine, de John, e do álbum Fly, de Yoko. Uma colagem cinematográfica de cores, sons, sonhos e 
realidade, o filme foi produzido e dirigido por John e Yoko, que, ao lado de numerosas estrelas, como George Harrison, Fred Astaire, Andy Warhol, Dick Cavett, Jack Palance e Jonas Mekas, criaram um mundo de imaginação tão rico e comovente quanto a música que o acompanha. Relançamento em cópia restaurada com cenas inéditas.","Documentário/Documentary",83,"Estados Unidos",1972,"Midnight Docs","Quinta",2018-11-08,17:30:00,"Estação NET Botafogo 1","Botafogo",18:53:00
"243","Dez anos Tailândia","Apichatpong Weerasethakul, Aditya Assarat, Chulayarnnon Siriphol, Wisit Sasanatieng","<U+200B>Quatro diretores são convidados a imaginar seu país daqui a uma década. Cada um contribui com um episódio. Reunidos, os curtas soam como uma advertência a respeito da atual situação política na Tailândia. Desde 2014, o país é submetido a uma ditadura militar que restringiu as discordâncias, a opinião pública, a criatividade e a diversidade de pensamento. Um novo nacionalismo agora é promovido com suas próprias regras estreitas sobre o que são ideias e ações corretas. Caso esse modelo continue, como vai ser a próxima década?<U+200B>","Ficção/Fiction",95,"Tailândia / Hong Kong / Japão",2018,"Panorama do Cinema Mundial","Sexta",2018-11-02,21:40:00,"Estação NET Rio 5","Botafogo",23:15:00
"244","Dez anos Tailândia","Apichatpong Weerasethakul, Aditya Assarat, Chulayarnnon Siriphol, Wisit Sasanatieng","<U+200B>Quatro diretores são convidados a imaginar seu país daqui a uma década. Cada um contribui com um episódio. Reunidos, os curtas soam como uma advertência a respeito da atual situação política na Tailândia. Desde 2014, o país é submetido a uma ditadura militar que restringiu as discordâncias, a opinião pública, a criatividade e a diversidade de pensamento. Um novo nacionalismo agora é promovido com suas próprias regras estreitas sobre o que são ideias e ações corretas. Caso esse modelo continue, como vai ser a próxima década?<U+200B>","Ficção/Fiction",95,"Tailândia / Hong Kong / Japão",2018,"Panorama do Cinema Mundial","Domingo",2018-11-04,13:20:00,"Estação NET Rio 5","Botafogo",14:55:00
"245","Dez anos Tailândia","Apichatpong Weerasethakul, Aditya Assarat, Chulayarnnon Siriphol, Wisit Sasanatieng","<U+200B>Quatro diretores são convidados a imaginar seu país daqui a uma década. Cada um contribui com um episódio. Reunidos, os curtas soam como uma advertência a respeito da atual situação política na Tailândia. Desde 2014, o país é submetido a uma ditadura militar que restringiu as discordâncias, a opinião pública, a criatividade e a diversidade de pensamento. Um novo nacionalismo agora é promovido com suas próprias regras estreitas sobre o que são ideias e ações corretas. Caso esse modelo continue, como vai ser a próxima década?<U+200B>","Ficção/Fiction",95,"Tailândia / Hong Kong / Japão",2018,"Panorama do Cinema Mundial","Quinta",2018-11-08,17:20:00,"Instituto Moreira Salles","Gávea",18:55:00
"246","À Tona","Daniella Cronemberger","<U+200B>Uma mulher percorre seu passado. Aos poucos, ela consegue lembrar do que aconteceu.<U+200B>","Documentário/Documentary",15,"Brasil",2018,"Première Brasil: Competição curta","Sexta",2018-11-02,NA,"Estação NET Gávea 5","Gávea",NA
"247","À Tona","Daniella Cronemberger","<U+200B>Uma mulher percorre seu passado. Aos poucos, ela consegue lembrar do que aconteceu.<U+200B>","Documentário/Documentary",15,"Brasil",2018,"Première Brasil: Competição curta","Sexta",2018-11-02,21:40:00,"Estação NET Gávea 3","Gávea",21:55:00
"248","À Tona","Daniella Cronemberger","<U+200B>Uma mulher percorre seu passado. Aos poucos, ela consegue lembrar do que aconteceu.<U+200B>","Documentário/Documentary",15,"Brasil",2018,"Première Brasil: Competição curta","Sábado",2018-11-03,16:00:00,"CCLSR - Cine Odeon NET Claro","Centro",16:15:00
"249","À Tona","Daniella Cronemberger","<U+200B>Uma mulher percorre seu passado. Aos poucos, ela consegue lembrar do que aconteceu.<U+200B>","Documentário/Documentary",15,"Brasil",2018,"Première Brasil: Competição curta","Domingo",2018-11-04,21:30:00,"Kinoplex São Luiz 1","Catete",21:45:00
"250","DESLEMBRO","FLAVIA CASTRO","<U+200B>Joana é uma adolescente que se alimenta de literatura e rock. Ela mora em Paris com a família quando a anistia é decretada no Brasil final de 1979. De um dia para o outro, e a sua revelia, organiza-se a volta para o país do qual mal se lembra. No Rio de Janeiro, cidade onde nasceu e onde seu pai desapareceu nos porões do DOPS, seu passado ressurge. Nem tudo é real, nem tudo é imaginação, mas ao “lembrar”, Joana inscreve sua própria história no presente, na primeira pessoa.<U+200B>","Ficção/Fiction",93,"Brasil / França / Qatar",2018,"Première Brasil: Competição longa ficção","Sexta",2018-11-02,NA,"Estação NET Gávea 5","Gávea",NA
"251","DESLEMBRO","FLAVIA CASTRO","<U+200B>Joana é uma adolescente que se alimenta de literatura e rock. Ela mora em Paris com a família quando a anistia é decretada no Brasil final de 1979. De um dia para o outro, e a sua revelia, organiza-se a volta para o país do qual mal se lembra. No Rio de Janeiro, cidade onde nasceu e onde seu pai desapareceu nos porões do DOPS, seu passado ressurge. Nem tudo é real, nem tudo é imaginação, mas ao “lembrar”, Joana inscreve sua própria história no presente, na primeira pessoa.<U+200B>","Ficção/Fiction",93,"Brasil / França / Qatar",2018,"Première Brasil: Competição longa ficção","Sexta",2018-11-02,21:40:00,"Estação NET Gávea 3","Gávea",23:13:00
"252","DESLEMBRO","FLAVIA CASTRO","<U+200B>Joana é uma adolescente que se alimenta de literatura e rock. Ela mora em Paris com a família quando a anistia é decretada no Brasil final de 1979. De um dia para o outro, e a sua revelia, organiza-se a volta para o país do qual mal se lembra. No Rio de Janeiro, cidade onde nasceu e onde seu pai desapareceu nos porões do DOPS, seu passado ressurge. Nem tudo é real, nem tudo é imaginação, mas ao “lembrar”, Joana inscreve sua própria história no presente, na primeira pessoa.<U+200B>","Ficção/Fiction",93,"Brasil / França / Qatar",2018,"Première Brasil: Competição longa ficção","Sábado",2018-11-03,16:00:00,"CCLSR - Cine Odeon NET Claro","Centro",17:33:00
"253","DESLEMBRO","FLAVIA CASTRO","<U+200B>Joana é uma adolescente que se alimenta de literatura e rock. Ela mora em Paris com a família quando a anistia é decretada no Brasil final de 1979. De um dia para o outro, e a sua revelia, organiza-se a volta para o país do qual mal se lembra. No Rio de Janeiro, cidade onde nasceu e onde seu pai desapareceu nos porões do DOPS, seu passado ressurge. Nem tudo é real, nem tudo é imaginação, mas ao “lembrar”, Joana inscreve sua própria história no presente, na primeira pessoa.<U+200B>","Ficção/Fiction",93,"Brasil / França / Qatar",2018,"Première Brasil: Competição longa ficção","Domingo",2018-11-04,21:30:00,"Kinoplex São Luiz 1","Catete",23:03:00
"254","Chacrinha - o velho guerreiro","Andrucha Waddington","Sinopse em breve.","DCP   '",NA,NA,NA,NA,"Sexta",2018-11-02,NA,"CCLSR - Cine Odeon NET Claro","Centro",NA
"255","Selvagem","Camille Vidal-Naquet","<U+200B>Leo tem 22 anos e vende seu corpo nas ruas em troca de algum dinheiro. Homens chegam e vão, ele continua no mesmo lugar. Em busca de amor, mas, ao mesmo tempo, sem poder imaginar o que o     futuro vai trazer, ele enfrenta as ruas com o coração batendo forte. Exibido na Semana da Crítica em Cannes 2018.","Ficção/Fiction",97,"França",2018,"Midnight","Sexta",2018-11-02,23:59:00,"Estação NET Botafogo 1","Botafogo",01:36:00
"256","Selvagem","Camille Vidal-Naquet","<U+200B>Leo tem 22 anos e vende seu corpo nas ruas em troca de algum dinheiro. Homens chegam e vão, ele continua no mesmo lugar. Em busca de amor, mas, ao mesmo tempo, sem poder imaginar o que o     futuro vai trazer, ele enfrenta as ruas com o coração batendo forte. Exibido na Semana da Crítica em Cannes 2018.","Ficção/Fiction",97,"França",2018,"Midnight","Quarta",2018-11-07,13:45:00,"Estação NET Ipanema 1","Ipanema",15:22:00
"257","Selvagem","Camille Vidal-Naquet","<U+200B>Leo tem 22 anos e vende seu corpo nas ruas em troca de algum dinheiro. Homens chegam e vão, ele continua no mesmo lugar. Em busca de amor, mas, ao mesmo tempo, sem poder imaginar o que o     futuro vai trazer, ele enfrenta as ruas com o coração batendo forte. Exibido na Semana da Crítica em Cannes 2018.","Ficção/Fiction",97,"França",2018,"Midnight","Domingo",2018-11-11,17:15:00,"Estação NET Rio 4","Botafogo",18:52:00
"258","Bisbee '17","Robert Greene","<U+200B>Longa-metragem do premiado diretor Robert Greene, ambientado em Bisbee, excêntrica cidade no Arizona, a poucos quilômetros da fronteira mexicana. Uma mistura de documentário colaborativo e faroeste com elementos musicais, o filme acompanha membros de uma comunidade durante o momento mais sombrio de sua cidade. Em 1917, quase 2000 imigrantes mineradores em greve, lutando por melhorias nas condições de trabalho, sofreram uma emboscada de seus vizinhos armados e foram abandonados no deserto para morrer. Este acontecimento ficou 
conhecido como Bisbee deportation. Sundance 2018<U+200B>","Documentário/Documentary",124,"Estados Unidos",2018,"Panorama do Cinema Mundial","Sábado",2018-11-03,13:30:00,"Estação NET Gávea 2","Gávea",15:34:00
"259","Bisbee '17","Robert Greene","<U+200B>Longa-metragem do premiado diretor Robert Greene, ambientado em Bisbee, excêntrica cidade no Arizona, a poucos quilômetros da fronteira mexicana. Uma mistura de documentário colaborativo e faroeste com elementos musicais, o filme acompanha membros de uma comunidade durante o momento mais sombrio de sua cidade. Em 1917, quase 2000 imigrantes mineradores em greve, lutando por melhorias nas condições de trabalho, sofreram uma emboscada de seus vizinhos armados e foram abandonados no deserto para morrer. Este acontecimento ficou 
conhecido como Bisbee deportation. Sundance 2018<U+200B>","Documentário/Documentary",124,"Estados Unidos",2018,"Panorama do Cinema Mundial","Terça",2018-11-06,17:15:00,"Estação NET Rio 4","Botafogo",19:19:00
"260","Bisbee '17","Robert Greene","<U+200B>Longa-metragem do premiado diretor Robert Greene, ambientado em Bisbee, excêntrica cidade no Arizona, a poucos quilômetros da fronteira mexicana. Uma mistura de documentário colaborativo e faroeste com elementos musicais, o filme acompanha membros de uma comunidade durante o momento mais sombrio de sua cidade. Em 1917, quase 2000 imigrantes mineradores em greve, lutando por melhorias nas condições de trabalho, sofreram uma emboscada de seus vizinhos armados e foram abandonados no deserto para morrer. Este acontecimento ficou 
conhecido como Bisbee deportation. Sundance 2018<U+200B>","Documentário/Documentary",124,"Estados Unidos",2018,"Panorama do Cinema Mundial","Quarta",2018-11-07,17:20:00,"Estação NET Ipanema 1","Ipanema",19:24:00
"261","Bisbee '17","Robert Greene","<U+200B>Longa-metragem do premiado diretor Robert Greene, ambientado em Bisbee, excêntrica cidade no Arizona, a poucos quilômetros da fronteira mexicana. Uma mistura de documentário colaborativo e faroeste com elementos musicais, o filme acompanha membros de uma comunidade durante o momento mais sombrio de sua cidade. Em 1917, quase 2000 imigrantes mineradores em greve, lutando por melhorias nas condições de trabalho, sofreram uma emboscada de seus vizinhos armados e foram abandonados no deserto para morrer. Este acontecimento ficou 
conhecido como Bisbee deportation. Sundance 2018<U+200B>","Documentário/Documentary",124,"Estados Unidos",2018,"Panorama do Cinema Mundial","Sexta",2018-11-09,19:45:00,"Instituto Moreira Salles","Gávea",21:49:00
"262","Não me toque","Adina Pintilie","<U+200B>Juntos, uma cineasta e seus personagens aventuram-se por uma pesquisa pessoal sobre a intimidade. Entre realidade e ficção, o filme acompanha a jornada emocional de Laura, Tomas e Christian, oferecendo um olhar íntimo e profundo sobre suas vidas. Demandando intimidade e ao mesmo tempo com medo de aceitá-la, eles trabalham para superar velhos padrões, mecanismos de defesa e tabus, para cortar o cordão e finalmente serem livres. Reflete também sobre como podemos encontrar intimidade nas formas mais inesperadas e como pode-se amar outra pessoa sem se perder. Urso de Ouro, Berlim 2018.<U+200B>","Ficção/Fiction",125,"Romênia / Alemanha / República Tcheca / Bulgária / França",2018,"Panorama do Cinema Mundial","Sábado",2018-11-03,13:40:00,"Estação NET Gávea 1","Gávea",15:45:00
